documento,campo,vacio_real,prediccion_sistema
Silabo_NRC-21379_Desarrollo_Aplicaciones_Moviles_Edwin_Chasiquiza_DASyAS_VI_Software_202550-signed-signed.pdf,carga horaria: APRENDIZAJE AUTÓNOMO,0,0
Silabo_NRC-21379_Desarrollo_Aplicaciones_Moviles_Edwin_Chasiquiza_DASyAS_VI_Software_202550-signed-signed.pdf,Descripción de la Asignatura,0,0
Silabo_NRC-21379_Desarrollo_Aplicaciones_Moviles_Edwin_Chasiquiza_DASyAS_VI_Software_202550-signed-signed.pdf,Contribución de la Asignatura,0,0
Silabo_NRC-21379_Desarrollo_Aplicaciones_Moviles_Edwin_Chasiquiza_DASyAS_VI_Software_202550-signed-signed.pdf,Resultado de Aprendizaje de la Carrera,0,0
Silabo_NRC-21379_Desarrollo_Aplicaciones_Moviles_Edwin_Chasiquiza_DASyAS_VI_Software_202550-signed-signed.pdf,Objetivo de la Asignatura,0,0
Silabo_NRC-21379_Desarrollo_Aplicaciones_Moviles_Edwin_Chasiquiza_DASyAS_VI_Software_202550-signed-signed.pdf,Resultado de Aprendizaje de la Asignatura,0,0
Silabo_NRC-21379_Desarrollo_Aplicaciones_Moviles_Edwin_Chasiquiza_DASyAS_VI_Software_202550-signed-signed.pdf,Proyecto Integrador,0,0
Silabo_NRC-21379_Desarrollo_Aplicaciones_Moviles_Edwin_Chasiquiza_DASyAS_VI_Software_202550-signed-signed.pdf,Perfil sugerido del docente,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Modalidad,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Departamento,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Área de Conocimiento,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Nombre Asignatura,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Período Académico,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Código,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,NRC,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Nivel,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Docente,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Sesiones Semanales,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,carga horaria: DOCENCIA,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,carga horaria: PRACTICAS DE APLICACIÓN Y EXPERIMENTACIÓN,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,carga horaria: APRENDIZAJE AUTÓNOMO,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Descripción de la Asignatura,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Contribución de la Asignatura,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Resultado de Aprendizaje de la Carrera,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Objetivo de la Asignatura,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Resultado de Aprendizaje de la Asignatura,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Proyecto Integrador,0,0
Silabo_NRC-21456_Análisis_Diseño_Software_Patricio_Espinel_DASyAs_VI_Software_202550-signed-signed.pdf,Perfil sugerido del docente,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Modalidad,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Departamento,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Área de Conocimiento,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Nombre Asignatura,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Período Académico,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Código,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,NRC,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Nivel,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Docente,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Sesiones Semanales,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,carga horaria: DOCENCIA,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,carga horaria: PRACTICAS DE APLICACIÓN Y EXPERIMENTACIÓN,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,carga horaria: APRENDIZAJE AUTÓNOMO,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Descripción de la Asignatura,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Contribución de la Asignatura,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Resultado de Aprendizaje de la Carrera,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Objetivo de la Asignatura,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Resultado de Aprendizaje de la Asignatura,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Proyecto Integrador,0,0
Silabo_NRC-21482_Gestión de Proyectos de SW_Edison_Espinosa_VIII-Software-DASyAS_202550-signed-signed.pdf,Perfil sugerido del docente,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Modalidad,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Departamento,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Área de Conocimiento,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Nombre Asignatura,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Período Académico,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Código,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,NRC,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Nivel,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Docente,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Sesiones Semanales,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,carga horaria: DOCENCIA,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,carga horaria: PRACTICAS DE APLICACIÓN Y EXPERIMENTACIÓN,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,carga horaria: APRENDIZAJE AUTÓNOMO,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Descripción de la Asignatura,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Contribución de la Asignatura,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Resultado de Aprendizaje de la Carrera,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Objetivo de la Asignatura,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Resultado de Aprendizaje de la Asignatura,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Proyecto Integrador,0,0
Silabo_NRC-21495_Aseguramiento de la Calidad del SW_Edison_Espinosa_VII-Software-DASyAS_202550-signed-signed.pdf,Perfil sugerido del docente,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Modalidad,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Departamento,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Área de Conocimiento,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Nombre Asignatura,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Período Académico,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Código,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,NRC,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Nivel,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Docente,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Sesiones Semanales,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,carga horaria: DOCENCIA,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,carga horaria: PRACTICAS DE APLICACIÓN Y EXPERIMENTACIÓN,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,carga horaria: APRENDIZAJE AUTÓNOMO,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Descripción de la Asignatura,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Contribución de la Asignatura,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Resultado de Aprendizaje de la Carrera,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Objetivo de la Asignatura,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Resultado de Aprendizaje de la Asignatura,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Proyecto Integrador,0,0
Silabo_NRC-21504_FISOW_Lucas_Garces_I_Software_202550-signed-signed-signed.pdf,Perfil sugerido del docente,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Modalidad,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Departamento,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Área de Conocimiento,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Nombre Asignatura,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Período Académico,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Código,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,NRC,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Nivel,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Docente,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Sesiones Semanales,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,carga horaria: DOCENCIA,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,carga horaria: PRACTICAS DE APLICACIÓN Y EXPERIMENTACIÓN,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,carga horaria: APRENDIZAJE AUTÓNOMO,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Descripción de la Asignatura,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Contribución de la Asignatura,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Resultado de Aprendizaje de la Carrera,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Objetivo de la Asignatura,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Resultado de Aprendizaje de la Asignatura,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Proyecto Integrador,0,0
Silabo_NRC-21520_DSWADI_Lucas_Garces_VIII_Software_202550-signed-signed-signed.pdf,Perfil sugerido del docente,0,0
Silabo_NRC-21582_Modelos_Procesos_Desarrollo_Software_Santiago_Jacome_DASAIS_IV_Software_202550-signed-signed.pdf,Modalidad,0,0
Silabo_NRC-21582_Modelos_Procesos_Desarrollo_Software_Santiago_Jacome_DASAIS_IV_Software_202550-signed-signed.pdf,Departamento,0,0
Silabo_NRC-21582_Modelos_Procesos_Desarrollo_Software_Santiago_Jacome_DASAIS_IV_Software_202550-signed-signed.pdf,Área de Conocimiento,0,0
Silabo_NRC-21582_Modelos_Procesos_Desarrollo_Software_Santiago_Jacome_DASAIS_IV_Software_202550-signed-signed.pdf,Nombre Asignatura,0,0
Silabo_NRC-21582_Modelos_Procesos_Desarrollo_Software_Santiago_Jacome_DASAIS_IV_Software_202550-signed-signed.pdf,Período Académico,0,0
Silabo_NRC-21582_Modelos_Procesos_Desarrollo_Software_Santiago_Jacome_DASAIS_IV_Software_202550-signed-signed.pdf,Código,0,0
Silabo_NRC-21582_Modelos_Procesos_Desarrollo_Software_Santiago_Jacome_DASAIS_IV_Software_202550-signed-signed.pdf,NRC,0,0
Silabo_NRC-21582_Modelos_Procesos_Desarrollo_Software_Santiago_Jacome_DASAIS_IV_Software_202550-signed-signed.pdf,Nivel,0,0
Silabo_NRC-21582_Modelos_Procesos_Desarrollo_Software_Santiago_Jacome_DASAIS_IV_Software_202550-signed-signed.pdf,Docente,0,0
